title,link,media_type,post_date,parenthetical
The Best American Science And Nature Writing 2020,http://hujhax.livejournal.com/1117036.html#science,book,2022-01-09T22:00:00Z,
The Storyteller,http://hujhax.livejournal.com/1117036.html#storyteller,book,2022-01-09T22:00:00Z,
The Three-Body Problem,http://hujhax.livejournal.com/1117036.html#problem,book,2022-01-09T22:00:00Z,
Trumpet Voluntarily,http://hujhax.livejournal.com/1117036.html#trumpet,book,2022-01-09T22:00:00Z,
Doom Patrol,http://hujhax.livejournal.com/1117036.html#doom,TV,2022-01-09T22:00:00Z,season one
Hawkeye,http://hujhax.livejournal.com/1117036.html#hawkeye,TV,2022-01-09T22:00:00Z,1x04-1x06
Lower Decks,http://hujhax.livejournal.com/1117036.html#lower,TV,2022-01-09T22:00:00Z,season two
Hawkeye,http://hujhax.livejournal.com/1115453.html#hawkeye,TV,2021-12-13T22:38:00Z,1x01-1x03
Ant-Man and the Wasp,http://hujhax.livejournal.com/1114245.html#ant,movie,2021-11-28T22:10:00Z,
Free Guy,http://hujhax.livejournal.com/1113706.html#free,movie,2021-11-23T01:34:00Z,
Shang-Chi and the Legend of the Ten Rings,http://hujhax.livejournal.com/1113706.html#shang,movie,2021-11-23T01:34:00Z,
The Headspace Guide to Sleep,http://hujhax.livejournal.com/1113706.html#headspace,TV,2021-11-23T01:34:00Z,
A History of European Art,http://hujhax.livejournal.com/1113172.html#art,TV,2021-11-15T01:17:00Z,
Iron Man 3,http://hujhax.livejournal.com/1112663.html#iron,movie,2021-11-08T01:14:00Z,
Ms. Marvel,http://hujhax.livejournal.com/1111951.html#marvel,book,2021-10-31T16:35:00Z,"2014, vols. 1-4"
Lower Decks,http://hujhax.livejournal.com/1111951.html#decks,TV,2021-10-31T16:35:00Z,season one
What If?,http://hujhax.livejournal.com/1111951.html#what,TV,2021-10-31T16:35:00Z,
Fine Structure,http://hujhax.livejournal.com/1110948.html#fine,book,2021-10-18T18:51:00Z,
Infinite Powers,http://hujhax.livejournal.com/1110948.html#powers,book,2021-10-18T18:51:00Z,
The Sweatbox,http://hujhax.livejournal.com/1110948.html#sweatbox,movie,2021-10-18T18:51:00Z,
The Old Guard,http://hujhax.livejournal.com/1110134.html#old,movie,2021-10-05T01:27:00Z,
Leverage,http://hujhax.livejournal.com/1110134.html#leverage,TV,2021-10-05T01:27:00Z,season two
One Hundred Years of Solitude,http://hujhax.livejournal.com/1109634.html#hundred,book,2021-09-27T17:01:00Z,
Out on the Wire,http://hujhax.livejournal.com/1109634.html#wire,book,2021-09-27T17:01:00Z,
Why Fonts Matter,http://hujhax.livejournal.com/1109634.html#fonts,book,2021-09-27T17:01:00Z,
Velvet Was the Night,http://hujhax.livejournal.com/1109059.html#velvet,book,2021-09-20T01:25:00Z,
Loki,http://hujhax.livejournal.com/1109059.html#loki,TV,2021-09-20T01:25:00Z,1x04-1x06
Weapons of Math Destruction,http://hujhax.livejournal.com/1108288.html#math,book,2021-09-06T19:54:00Z,
Leverage,http://hujhax.livejournal.com/1108288.html#leverage,TV,2021-09-06T19:54:00Z,season one
How to Speak Any Language Fluently,http://hujhax.livejournal.com/1107607.html#language,book,2021-08-30T03:55:00Z,
We Should Get Together,http://hujhax.livejournal.com/1107607.html#together,book,2021-08-30T03:55:00Z,
The Intern,http://hujhax.livejournal.com/1107607.html#intern,movie,2021-08-30T03:55:00Z,
I Don't Know Where You Know Me From,http://hujhax.livejournal.com/1105398.html#know,book,2021-07-12T01:18:00Z,
Pan's Labyrinth,http://hujhax.livejournal.com/1105398.html#pan,movie,2021-07-12T01:18:00Z,
Headspace Guide to Meditation,http://hujhax.livejournal.com/1104811.html#headspace,TV,2021-07-04T23:28:00Z,
Loki,http://hujhax.livejournal.com/1104811.html#loki,TV,2021-07-04T23:28:00Z,1x01-1x03
The Taco Chronicles,http://hujhax.livejournal.com/1104811.html#taco,TV,2021-07-04T23:28:00Z,seasons one and two
Point Break,http://hujhax.livejournal.com/1103430.html#point,movie,2021-06-21T02:59:00Z,
Ralph Breaks the Internet,http://hujhax.livejournal.com/1103430.html#ralph,movie,2021-06-21T02:59:00Z,
Toy Story 4,http://hujhax.livejournal.com/1103430.html#toy,movie,2021-06-21T02:59:00Z,
Farm (and Other F Words),http://hujhax.livejournal.com/1102655.html#farm,book,2021-06-06T18:47:00Z,
Lovecraft Country,http://hujhax.livejournal.com/1102655.html#lovecraft,TV,2021-06-06T18:47:00Z,season one
Monsters University,http://hujhax.livejournal.com/1102024.html#monsters,movie,2021-05-25T02:24:00Z,
Creative Fingerstyle Guitar for Songwriters,http://hujhax.livejournal.com/1102024.html#guitar,other,2021-05-25T02:24:00Z,
For the Love of Men,http://hujhax.livejournal.com/1101200.html#men,book,2021-05-10T04:16:00Z,
I Know That Voice,http://hujhax.livejournal.com/1101200.html#voice,movie,2021-05-10T04:16:00Z,
Incredibles 2,http://hujhax.livejournal.com/1101200.html#incredibles,movie,2021-05-10T04:16:00Z,
Ten Arguments for Deleting Your Social Media Accounts Right Now,http://hujhax.livejournal.com/1099921.html#ten,book,2021-04-26T23:47:00Z,
Montreal Noir,http://hujhax.livejournal.com/1099921.html#montreal,book,2021-04-26T23:47:00Z,
The Adventures of Tintin,http://hujhax.livejournal.com/1099921.html#tintin,movie,2021-04-26T23:47:00Z,
Expuesta: Sonia Niño de Ribera,http://hujhax.livejournal.com/1099921.html#expuesta,movie,2021-04-26T23:47:00Z,
The Falcon and the Winter Soldier,http://hujhax.livejournal.com/1099921.html#falcon,TV,2021-04-26T23:47:00Z,1x04-1x06
Rompan todo,http://hujhax.livejournal.com/1104513.html#rompan,TV,2021-04-19T02:19:00Z,
Russian Doll,http://hujhax.livejournal.com/1104513.html#russian,TV,2021-04-19T02:19:00Z,season one
Cat Sense,http://hujhax.livejournal.com/1099417.html#cat,book,2021-04-12T02:19:00Z,
Bridge of Spies,http://hujhax.livejournal.com/1099417.html#bridge,movie,2021-04-12T02:19:00Z,
The Falcon and the Winter Soldier,http://hujhax.livejournal.com/1098842.html#falcon,TV,2021-04-06T01:20:00Z,1x01-1x03
The Book You Wish Your Parents Had Read,http://hujhax.livejournal.com/1098213.html#parents,book,2021-03-30T01:27:00Z,
Suprime Attention Crisis,http://hujhax.livejournal.com/1098213.html#subprime,book,2021-03-30T01:27:00Z,
Lincoln,http://hujhax.livejournal.com/1098213.html#lincoln,movie,2021-03-30T01:27:00Z,
A Paradise Built in Hell,http://hujhax.livejournal.com/1097362.html#paradise,book,2021-03-22T01:48:00Z,
Once Upon a Time in Hollywood,http://hujhax.livejournal.com/1097362.html#once,movie,2021-03-22T01:48:00Z,
Interstellar,http://hujhax.livejournal.com/1096725.html#interstellar,movie,2021-03-15T03:18:00Z,
Speed Racer,http://hujhax.livejournal.com/1096725.html#speed,movie,2021-03-15T03:18:00Z,
Community,http://hujhax.livejournal.com/1096725.html#community,TV,2021-03-15T03:18:00Z,season five
Designing Your Life,http://hujhax.livejournal.com/1096434.html#designing,book,2021-03-08T02:55:00Z,
Medicare for All: A Citizen's Guide,http://hujhax.livejournal.com/1096434.html#medicare,book,2021-03-08T02:55:00Z,
Space Sweepers,http://hujhax.livejournal.com/1096434.html#space,movie,2021-03-08T02:55:00Z,
WandaVision,http://hujhax.livejournal.com/1096434.html#wandavision,TV,2021-03-08T02:55:00Z,episodes 7-9
Catch and Kill,http://hujhax.livejournal.com/1094898.html#kill,book,2021-02-15T23:15:00Z,
250 Writing Prompts,http://hujhax.livejournal.com/1094898.html#250,book,2021-02-15T23:15:00Z,
WandaVision,http://hujhax.livejournal.com/1094898.html#wandavision,TV,2021-02-15T23:15:00Z,episodes 3-6
How Much of These Hills Is Gold,http://hujhax.livejournal.com/1094346.html#gold,book,2021-02-07T18:07:00Z,
Used Cars,http://hujhax.livejournal.com/1094346.html#used,movie,2021-02-07T18:07:00Z,
The Mandalorian,http://hujhax.livejournal.com/1092969.html#mando,TV,2021-01-25T03:34:00Z,season 2
WandaVision,http://hujhax.livejournal.com/1092969.html#wandavision,TV,2021-01-25T03:34:00Z,eps. 1-3
One Punch Man,http://hujhax.livejournal.com/1092746.html#punch,book,2021-01-18T03:11:00Z,
Soul,http://hujhax.livejournal.com/1092746.html#soul,movie,2021-01-18T03:11:00Z,
Alice and Bob Meet the Wall of Fire,http://hujhax.livejournal.com/1091771.html#fire,book,2021-01-05T01:36:00Z,
White Collar Criminal Law Explained,http://hujhax.livejournal.com/1091771.html#collar,book,2021-01-05T01:36:00Z,
Looper,http://hujhax.livejournal.com/1091771.html#looper,movie,2021-01-05T01:36:00Z,
"A Woman, a Gun, and a Noodle Shop",http://hujhax.livejournal.com/1090024.html#noodle,movie,2020-12-20T17:36:00Z,
Aggretsuko,http://hujhax.livejournal.com/1090024.html#aggretsuko,TV,2020-12-20T17:36:00Z,season one
The Fifty-Year Mission: The First Twenty-Five Years,http://hujhax.livejournal.com/1089463.html#trek,book,2020-12-08T04:45:00Z,
Paddington 2,http://hujhax.livejournal.com/1089463.html#paddington,movie,2020-12-08T04:45:00Z,
Anthony Bourdain: No Reservations,http://hujhax.livejournal.com/1089463.html#bourdain,TV,2020-12-08T04:45:00Z,season 7
God Help the Girl,http://hujhax.livejournal.com/1088325.html#girl,movie,2020-11-22T22:57:00Z,
Indian Country Noir,http://hujhax.livejournal.com/1087802.html#noir,book,2020-11-17T05:18:00Z,
Adam Ruins Everything: Re-Animated History,http://hujhax.livejournal.com/1087802.html#history,TV,2020-11-17T05:18:00Z,
Like Water for Chocolate,http://hujhax.livejournal.com/1086067.html#chocolate,book,2020-10-18T18:44:00Z,
The Great Ideas of Psychology,http://hujhax.livejournal.com/1086067.html#psychology,book,2020-10-18T18:44:00Z,audiocourse
The Rise of Skywalker,http://hujhax.livejournal.com/1086067.html#tros,movie,2020-10-18T18:44:00Z,@reylochriso edit
New Suns: Original Speculative Fiction by People of Color,http://hujhax.livejournal.com/1084847.html#suns,book,2020-09-21T18:18:00Z,
Paddington,http://hujhax.livejournal.com/1084847.html#paddington,movie,2020-09-21T18:18:00Z,
Adam Ruins Everything,http://hujhax.livejournal.com/1084847.html#adam,TV,2020-09-21T18:18:00Z,season 2
How to View and Appreciate Great Movies,http://hujhax.livejournal.com/1083684.html#movies,book,2020-09-06T17:44:00Z,audiocourse
The Rules of Contagion,http://hujhax.livejournal.com/1083684.html#contagion,book,2020-09-06T17:44:00Z,
Understanding Modern Electronics,http://hujhax.livejournal.com/1083684.html#electronics,book,2020-09-06T17:44:00Z,audiocourse
Community,http://hujhax.livejournal.com/1083684.html#community,TV,2020-09-06T17:44:00Z,season 4
Tinker Tailor Soldier Spy,http://hujhax.livejournal.com/1083684.html#tinker,TV,2020-09-06T17:44:00Z,1979
Great Guitarists: Stories and Styles,http://hujhax.livejournal.com/1082445.html#guitar,book,2020-08-11T01:47:00Z,
Outdoor Fundamentals,http://hujhax.livejournal.com/1082445.html#camping,book,2020-08-11T01:47:00Z,audiocourse
Outsmart Yourself,http://hujhax.livejournal.com/1082445.html#outsmart,book,2020-08-11T01:47:00Z,audiocourse
Las Puertas del Infinito,http://hujhax.livejournal.com/1082445.html#puertas,book,2020-08-11T01:47:00Z,
Palm Springs,http://hujhax.livejournal.com/1082445.html#palm,movie,2020-08-11T01:47:00Z,
Too Funny to Fail,http://hujhax.livejournal.com/1082445.html#funny,movie,2020-08-11T01:47:00Z,
So you want to talk about race,http://hujhax.livejournal.com/1080769.html#race,book,2020-07-12T18:43:00Z,
Sherman's Showcase (season one),http://hujhax.livejournal.com/1080769.html#sherman,TV,2020-07-12T18:43:00Z,
American Civil War,http://hujhax.livejournal.com/1079885.html#civil,book,2020-06-29T02:40:00Z,audiocourse
An Introduction to Infectious Diseases,http://hujhax.livejournal.com/1079885.html#disease,book,2020-06-29T02:40:00Z,audiocourse
Parks and Recreation,http://hujhax.livejournal.com/1079885.html#parks,TV,2020-06-29T02:40:00Z,season three
DIY Hydroponic Gardens,http://hujhax.livejournal.com/1078508.html#diy,book,2020-06-08T19:07:00Z,
Star Trek: The Original Series,http://hujhax.livejournal.com/1078508.html#trek,TV,2020-06-08T19:07:00Z,season one
Babel,http://hujhax.livejournal.com/1077947.html#babel,book,2020-06-01T04:36:00Z,
Fighting Misinformation: Digital Information Literacy,http://hujhax.livejournal.com/1077947.html#misinformation,book,2020-06-01T04:36:00Z,audiocourse
The Science of Gardening,http://hujhax.livejournal.com/1077947.html#science,book,2020-06-01T04:36:00Z,audiocourse
Analysis and Critique,http://hujhax.livejournal.com/1076798.html#analysis,book,2020-05-12T03:14:00Z,audiocourse
Hit and Run,http://hujhax.livejournal.com/1076798.html#hit,book,2020-05-12T03:14:00Z,
How to Grow Anything,http://hujhax.livejournal.com/1076798.html#grow,book,2020-05-12T03:14:00Z,audiocourse
Human Errors,http://hujhax.livejournal.com/1076798.html#errors,book,2020-05-12T03:14:00Z,
The Theater of War,http://hujhax.livejournal.com/1076798.html#war,book,2020-05-12T03:14:00Z,
The Historical Jesus,http://hujhax.livejournal.com/1075707.html#jesus,book,2020-04-21T02:17:00Z,audiocourse
The Next Pandemic,http://hujhax.livejournal.com/1075707.html#pandemic,book,2020-04-21T02:17:00Z,
John Mulaney & The Sack Lunch Bunch,http://hujhax.livejournal.com/1075707.html#mulaney,TV,2020-04-21T02:17:00Z,
Star Trek: Picard,http://hujhax.livejournal.com/1075707.html#picard,TV,2020-04-21T02:17:00Z,season one
Star Trek: Short Treks,http://hujhax.livejournal.com/1075707.html#short,TV,2020-04-21T02:17:00Z,
The Ballad of Buster Scruggs,http://hujhax.livejournal.com/1074646.html#buster,movie,2020-04-06T00:30:00Z,
Stroszek,http://hujhax.livejournal.com/1074646.html#stroszek,movie,2020-04-06T00:30:00Z,
Capitalism and Socialism,http://hujhax.livejournal.com/1073813.html#econ,book,2020-03-29T22:29:00Z,audiocourse
Found in Translation,http://hujhax.livejournal.com/1073813.html#translation,book,2020-03-29T22:29:00Z,
The Prime Number Conspiracy,http://hujhax.livejournal.com/1073813.html#number,book,2020-03-29T22:29:00Z,
Frozen 2,http://hujhax.livejournal.com/1073813.html#frozen,movie,2020-03-29T22:29:00Z,
Chernobyl,http://hujhax.livejournal.com/1073813.html#chernobyl,TV,2020-03-29T22:29:00Z,
The Witcher,http://hujhax.livejournal.com/1073813.html#witcher,TV,2020-03-29T22:29:00Z,season one
Black Panther,http://hujhax.livejournal.com/1073369.html#panther,book,2020-03-16T01:40:00Z,
BoJack Horseman,http://hujhax.livejournal.com/1073369.html#bojack,TV,2020-03-16T01:40:00Z,season three
Watchmen,http://hujhax.livejournal.com/1073369.html#watchmen,TV,2020-03-16T01:40:00Z,
Everyday Engineering,http://hujhax.livejournal.com/1072325.html#everyday,book,2020-03-09T02:09:00Z,audiocourse
The Joy of x,http://hujhax.livejournal.com/1072325.html#x,book,2020-03-09T02:09:00Z,
Las Grietas de Jara,http://hujhax.livejournal.com/1072325.html#jara,book,2020-03-09T02:09:00Z,
Raising a Thinking Pre-Teen,http://hujhax.livejournal.com/1072325.html#raising,book,2020-03-09T02:09:00Z,
Roma,http://hujhax.livejournal.com/1072325.html#roma,movie,2020-03-09T02:09:00Z,
Ni no Kuni,http://hujhax.livejournal.com/1072325.html#kuni,movie,2020-03-09T02:09:00Z,
Witch Hat Atelier,http://hujhax.livejournal.com/1071254.html#atelier,book,2020-03-02T02:36:00Z,books 1-4
Ni no Kuni 2: Revenant Kingdom,http://hujhax.livejournal.com/1071254.html#kuni,other,2020-03-02T02:36:00Z,
Burning,http://hujhax.livejournal.com/1068966.html#burning,movie,2020-02-04T03:56:00Z,
Volver,http://hujhax.livejournal.com/1068966.html#volver,movie,2020-02-04T03:56:00Z,
The Good Place,http://hujhax.livejournal.com/1068966.html#good,TV,2020-02-04T03:56:00Z,season four
The Mandalorian (season one),http://hujhax.livejournal.com/1068966.html#mandalorians,TV,2020-02-04T03:56:00Z,
Indistractable,http://hujhax.livejournal.com/1068169.html#indistractable,book,2020-01-27T22:35:00Z,
The Secret Language of Cats,http://hujhax.livejournal.com/1068169.html#cats,book,2020-01-27T22:35:00Z,
Writing Creative Nonfiction,http://hujhax.livejournal.com/1068169.html#nonfiction,book,2020-01-27T22:35:00Z,audiocourse
RiME,http://hujhax.livejournal.com/1068169.html#rime,video game,2020-01-27T22:35:00Z,
"Aguirre, the Wrath of God",http://hujhax.livejournal.com/1067481.html#aguirre,movie,2020-01-14T05:03:00Z,
Club de Cuervos,http://hujhax.livejournal.com/1067481.html#cuervos,TV,2020-01-14T05:03:00Z,season one
The Science of Flight,http://hujhax.livejournal.com/1065999.html#flight,book,2020-01-07T03:30:00Z,
Shoot That One,http://hujhax.livejournal.com/1065999.html#shoot,book,2020-01-07T03:30:00Z,
Logan Lucky,http://hujhax.livejournal.com/1065999.html#logan,movie,2020-01-07T03:30:00Z,
The Princess and the Frog,http://hujhax.livejournal.com/1065999.html#princess,movie,2020-01-07T03:30:00Z,
The Dragon Prince,http://hujhax.livejournal.com/1065999.html#dragon,TV,2020-01-07T03:30:00Z,season three
Untitled Goose Game,http://hujhax.livejournal.com/1065999.html#goose,other,2020-01-07T03:30:00Z,video game
The Best Science Writing of 2018,http://hujhax.livejournal.com/1065404.html#science,book,2019-12-30T04:21:00Z,
Tron: Legacy,http://hujhax.livejournal.com/1065404.html#tron,movie,2019-12-30T04:21:00Z,
Life In Our Universe,http://hujhax.livejournal.com/1064494.html#life,book,2019-12-22T23:23:00Z,audiocourse
Music as a Mirror of History,http://hujhax.livejournal.com/1064494.html#music,book,2019-12-22T23:23:00Z,audiocourse
The Surprising Origins of Christmas Traditions,http://hujhax.livejournal.com/1064494.html#xmas,book,2019-12-22T23:23:00Z,audiocourse
Knives Out,http://hujhax.livejournal.com/1064494.html#knives,movie,2019-12-22T23:23:00Z,
The Rise of Skywalker,http://hujhax.livejournal.com/1064494.html#TROS,movie,2019-12-22T23:23:00Z,
Because Internet,http://hujhax.livejournal.com/1064202.html#internet,book,2019-12-16T04:37:00Z,
Storm in a Teacup,http://hujhax.livejournal.com/1064202.html#teacup,book,2019-12-16T04:37:00Z,
What Darwin Didn't Know,http://hujhax.livejournal.com/1064202.html#darwin,book,2019-12-16T04:37:00Z,audiocourse
Barry,http://hujhax.livejournal.com/1064202.html#barry,TV,2019-12-16T04:37:00Z,season one
Ori and the Blind Forest,http://hujhax.livejournal.com/1064202.html#ori,other,2019-12-16T04:37:00Z,video game
To the Moon,http://hujhax.livejournal.com/1064202.html#moon,other,2019-12-16T04:37:00Z,video game
My Favorite Thing Is Monsters,http://hujhax.livejournal.com/1062871.html#monsters,book,2019-11-19T00:42:00Z,book one
The Tick,http://hujhax.livejournal.com/1062871.html#tick,TV,2019-11-19T00:42:00Z,"2016, season two"
Extr@,http://hujhax.livejournal.com/1062871.html#extr@,TV,2019-11-19T00:42:00Z,Spanish edition
Best. Movie. Year. Ever.,http://hujhax.livejournal.com/1062128.html#movie,book,2019-11-04T01:45:00Z,
"Talking Back, Talking Black",http://hujhax.livejournal.com/1062128.html#black,book,2019-11-04T01:45:00Z,audiobook
Star Wars Rebels,http://hujhax.livejournal.com/1062128.html#rebels,TV,2019-11-04T01:45:00Z,season one
